,TA_main_page,wiki_link
0,https://www.tripadvisor.com/Tourism-g187791-Rome_Lazio-Vacations.html,https://en.wikipedia.org/wiki/Rome
1,https://www.tripadvisor.com/Tourism-g187497-Barcelona_Catalonia-Vacations.html,https://en.wikipedia.org/wiki/Barcelona
2,https://www.tripadvisor.com/Tourism-g293974-Istanbul-Vacations.html,https://en.wikipedia.org/wiki/Istanbul
3,https://www.tripadvisor.com/Tourism-g187849-Milan_Lombardy-Vacations.html,https://en.wikipedia.org/wiki/Milan
4,https://www.tripadvisor.com/Tourism-g187895-Florence_Tuscany-Vacations.html,https://en.wikipedia.org/wiki/Florence
5,https://www.tripadvisor.com/Tourism-g187514-Madrid-Vacations.html,https://en.wikipedia.org/wiki/Madrid
6,https://www.tripadvisor.com/Tourism-g189158-Lisbon_Lisbon_District_Central_Portugal-Vacations.html,https://en.wikipedia.org/wiki/Lisbon
7,https://www.tripadvisor.com/Tourism-g187870-Venice_Veneto-Vacations.html,https://en.wikipedia.org/wiki/Venice
8,https://www.tripadvisor.com/Tourism-g189400-Athens_Attica-Vacations.html,https://en.wikipedia.org/wiki/Athens
9,https://www.tripadvisor.com/Tourism-g187525-Benidorm_Costa_Blanca_Province_of_Alicante_Valencian_Country-Vacations.html,https://en.wikipedia.org/wiki/Benidorm
10,https://www.tripadvisor.com/Tourism-g147293-Punta_Cana_La_Altagracia_Province_Dominican_Republic-Vacations.html,https://en.wikipedia.org/wiki/Punta_Cana
11,https://www.tripadvisor.com/Tourism-g147416-Nassau_New_Providence_Island_Bahamas-Vacations.html,"https://en.wikipedia.org/wiki/Nassau,_Bahamas"
12,https://www.tripadvisor.com/Tourism-g147311-Montego_Bay_Saint_James_Parish_Jamaica-Vacations.html,https://en.wikipedia.org/wiki/Montego_Bay
13,https://www.tripadvisor.com/Tourism-g147249-Palm_Eagle_Beach_Aruba-Vacations.html,"https://en.wikipedia.org/wiki/Palm_Beach,_Aruba"
14,https://www.tripadvisor.com/Tourism-g1448458-Hanover_Parish_Jamaica-Vacations.html,"https://en.wikipedia.org/wiki/Lucea,_Jamaica"
15,https://www.tripadvisor.com/Tourism-g147262-Barbados-Vacations.html,https://en.wikipedia.org/wiki/Barbados
16,https://www.tripadvisor.com/Tourism-g147342-St_Lucia-Vacations.html,https://en.wikipedia.org/wiki/Saint_Lucia
17,https://www.tripadvisor.com/Tourism-g147365-Grand_Cayman_Cayman_Islands-Vacations.html,https://en.wikipedia.org/wiki/Grand_Cayman
18,https://www.tripadvisor.com/Tourism-g147290-Puerto_Plata_Puerto_Plata_Province_Dominican_Republic-Vacations.html,https://en.wikipedia.org/wiki/Puerto_Plata_Province
19,https://www.tripadvisor.com/Tourism-g147399-Providenciales_Turks_and_Caicos-Vacations.html,https://en.wikipedia.org/wiki/Providenciales
20,https://www.tripadvisor.com/Tourism-g298573-Manila_Metro_Manila_Luzon-Vacations.html,https://en.wikipedia.org/wiki/Manila
21,https://www.tripadvisor.com/Tourism-g293916-Bangkok-Vacations.html,https://en.wikipedia.org/wiki/Bangkok
22,https://www.tripadvisor.com/Tourism-g294265-Singapore-Vacations.html,https://en.wikipedia.org/wiki/Singapore
23,https://www.tripadvisor.com/Tourism-g298570-Kuala_Lumpur_Wilayah_Persekutuan-Vacations.html,https://en.wikipedia.org/wiki/Kuala_Lumpur
24,https://www.tripadvisor.com/Tourism-g293920-Phuket-Vacations.html,https://en.wikipedia.org/wiki/Phuket
25,https://www.tripadvisor.com/Tourism-g293913-Taipei-Vacations.html,https://en.wikipedia.org/wiki/Taipei
26,https://www.tripadvisor.com/Tourism-g294217-Hong_Kong-Vacations.html,https://en.wikipedia.org/wiki/Hong_Kong
27,https://www.tripadvisor.com/Tourism-g293925-Ho_Chi_Minh_City-Vacations.html,https://en.wikipedia.org/wiki/Ho_Chi_Minh_City
28,https://www.tripadvisor.com/Tourism-g294260-Boracay_Malay_Aklan_Province_Panay_Island_Visayas-Vacations.html,https://en.wikipedia.org/wiki/Boracay
29,https://www.tripadvisor.com/Tourism-g293917-Chiang_Mai-Vacations.html,https://en.wikipedia.org/wiki/Chiang_Mai
30,https://www.tripadvisor.com/Tourism-g187147-Paris_Ile_de_France-Vacations.html,https://en.wikipedia.org/wiki/Paris
31,https://www.tripadvisor.com/Tourism-g188590-Amsterdam_North_Holland_Province-Vacations.html,https://en.wikipedia.org/wiki/Amsterdam
32,https://www.tripadvisor.com/Tourism-g188644-Brussels-Vacations.html,https://en.wikipedia.org/wiki/Brussels
33,https://www.tripadvisor.com/Tourism-g187323-Berlin-Vacations.html,https://en.wikipedia.org/wiki/Berlin
34,https://www.tripadvisor.com/Tourism-g190454-Vienna-Vacations.html,https://en.wikipedia.org/wiki/Vienna
35,https://www.tripadvisor.com/Tourism-g189541-Copenhagen_Zealand-Vacations.html,https://en.wikipedia.org/wiki/Copenhagen
36,https://www.tripadvisor.com/Tourism-g187309-Munich_Upper_Bavaria_Bavaria-Vacations.html,https://en.wikipedia.org/wiki/Munich
37,https://www.tripadvisor.com/Tourism-g187234-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur-Vacations.html,https://en.wikipedia.org/wiki/Nice
38,https://www.tripadvisor.com/Tourism-g188671-Bruges_West_Flanders_Province-Vacations.html,https://en.wikipedia.org/wiki/Bruges
39,https://www.tripadvisor.com/Tourism-g188113-Zurich-Vacations.html,https://en.wikipedia.org/wiki/Zurich
40,https://www.tripadvisor.com/Tourism-g45963-Las_Vegas_Nevada-Vacations.html,https://en.wikipedia.org/wiki/Las_Vegas
41,https://www.tripadvisor.com/Tourism-g60763-New_York_City_New_York-Vacations.html,https://en.wikipedia.org/wiki/New_York_City
42,https://www.tripadvisor.com/Tourism-g34515-Orlando_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Orlando,_Florida"
43,https://www.tripadvisor.com/Tourism-g34439-Miami_Beach_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Miami_Beach,_Florida"
44,https://www.tripadvisor.com/Tourism-g35805-Chicago_Illinois-Vacations.html,https://en.wikipedia.org/wiki/Chicago
45,https://www.tripadvisor.com/Tourism-g28970-Washington_DC_District_of_Columbia-Vacations.html,"https://en.wikipedia.org/wiki/Washington,_D.C."
46,https://www.tripadvisor.com/Tourism-g34438-Miami_Florida-Vacations.html,https://en.wikipedia.org/wiki/Miami
47,https://www.tripadvisor.com/Tourism-g34227-Fort_Lauderdale_Broward_County_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Fort_Lauderdale,_Florida"
48,https://www.tripadvisor.com/Tourism-g56003-Houston_Texas-Vacations.html,https://en.wikipedia.org/wiki/Houston
49,https://www.tripadvisor.com/Tourism-g60898-Atlanta_Georgia-Vacations.html,https://en.wikipedia.org/wiki/Atlanta
50,https://www.tripadvisor.com/Tourism-g60864-New_Orleans_Louisiana-Vacations.html,https://en.wikipedia.org/wiki/New_Orleans
51,https://www.tripadvisor.com/Tourism-g32655-Los_Angeles_California-Vacations.html,https://en.wikipedia.org/wiki/Los_Angeles
52,https://www.tripadvisor.com/Tourism-g23869903-Lake_Buena_Vista_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Lake_Buena_Vista,_Florida"
53,https://www.tripadvisor.com/Tourism-g60750-San_Diego_California-Vacations.html,https://en.wikipedia.org/wiki/San_Diego
54,https://www.tripadvisor.com/Tourism-g34352-Kissimmee_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Kissimmee,_Florida"
55,https://www.tripadvisor.com/Tourism-g55229-Nashville_Davidson_County_Tennessee-Vacations.html,"https://en.wikipedia.org/wiki/Nashville,_Tennessee"
56,https://www.tripadvisor.com/Tourism-g60982-Honolulu_Oahu_Hawaii-Vacations.html,https://en.wikipedia.org/wiki/Honolulu
57,https://www.tripadvisor.com/Tourism-g60713-San_Francisco_California-Vacations.html,https://en.wikipedia.org/wiki/San_Francisco
58,https://www.tripadvisor.com/Tourism-g60956-San_Antonio_Texas-Vacations.html,https://en.wikipedia.org/wiki/San_Antonio
59,https://www.tripadvisor.com/Tourism-g34678-Tampa_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Tampa,_Florida"
60,https://www.tripadvisor.com/Tourism-g54359-Myrtle_Beach_South_Carolina-Vacations.html,https://en.wikipedia.org/wiki/Myrtle_B
61,https://www.tripadvisor.com/Tourism-g60745-Boston_Massachusetts-Vacations.html,https://en.wikipedia.org/wiki/Boston
62,https://www.tripadvisor.com/Tourism-g55711-Dallas_Texas-Vacations.html,https://en.wikipedia.org/wiki/Dallas
63,https://www.tripadvisor.com/Tourism-g30196-Austin_Texas-Vacations.html,"https://en.wikipedia.org/wiki/Austin,_Texas"
64,https://www.tripadvisor.com/Tourism-g60878-Seattle_Washington-Vacations.html,https://en.wikipedia.org/wiki/Seattle
65,https://www.tripadvisor.com/Tourism-g29750-Atlantic_City_New_Jersey-Vacations.html,"https://en.wikipedia.org/wiki/Atlantic_City,_New_Jersey"
66,https://www.tripadvisor.com/Tourism-g31310-Phoenix_Arizona-Vacations.html,"https://en.wikipedia.org/wiki/Phoenix,_Arizona"
67,https://www.tripadvisor.com/Tourism-g33388-Denver_Colorado-Vacations.html,https://en.wikipedia.org/wiki/Denver
68,https://www.tripadvisor.com/Tourism-g60795-Philadelphia_Pennsylvania-Vacations.html,https://en.wikipedia.org/wiki/Philadelphia
69,https://www.tripadvisor.com/Tourism-g49022-Charlotte_North_Carolina-Vacations.html,"https://en.wikipedia.org/wiki/Charlotte,_North_Carolina"
70,https://www.tripadvisor.com/Tourism-g37209-Indianapolis_Indiana-Vacations.html,https://en.wikipedia.org/wiki/Indianapolis
71,https://www.tripadvisor.com/Tourism-g34345-Key_West_Florida_Keys_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Key_West,_Florida"
72,https://www.tripadvisor.com/Tourism-g60827-Brooklyn_New_York-Vacations.html,https://en.wikipedia.org/wiki/Brooklyn
73,https://www.tripadvisor.com/Tourism-g29092-Anaheim_California-Vacations.html,"https://en.wikipedia.org/wiki/Anaheim,_California"
74,https://www.tripadvisor.com/Tourism-g58277-Virginia_Beach_Virginia-Vacations.html,"https://en.wikipedia.org/wiki/Virginia_Beach,_Virginia"
75,https://www.tripadvisor.com/Tourism-g60814-Savannah_Georgia-Vacations.html,"https://en.wikipedia.org/wiki/Savannah,_Georgia"
76,https://www.tripadvisor.com/Tourism-g31350-Scottsdale_Arizona-Vacations.html,"https://en.wikipedia.org/wiki/Scottsdale,_Arizona"
77,https://www.tripadvisor.com/Tourism-g55270-Pigeon_Forge_Tennessee-Vacations.html,"https://en.wikipedia.org/wiki/Pigeon_Forge,_Tennessee"
78,https://www.tripadvisor.com/Tourism-g50226-Columbus_Ohio-Vacations.html,"https://en.wikipedia.org/wiki/Columbus,_Ohio"
79,https://www.tripadvisor.com/Tourism-g52024-Portland_Oregon-Vacations.html,"https://en.wikipedia.org/wiki/Portland,_Oregon"
80,https://www.tripadvisor.com/Tourism-g147320-San_Juan_Puerto_Rico-Vacations.html,"https://en.wikipedia.org/wiki/San_Juan,_Puerto_Rico"
81,https://www.tripadvisor.com/Tourism-g60842-Gatlinburg_Tennessee-Vacations.html,"https://en.wikipedia.org/wiki/Gatlinburg,_Tennessee"
82,https://www.tripadvisor.com/Tourism-g60805-Jacksonville_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Jacksonville,_Florida"
83,https://www.tripadvisor.com/Tourism-g34607-St_Petersburg_Florida-Vacations.html,"https://en.wikipedia.org/wiki/St._Petersburg,_Florida"
84,https://www.tripadvisor.com/Tourism-g54171-Charleston_South_Carolina-Vacations.html,"https://en.wikipedia.org/wiki/Charleston,_South_Carolina"
85,https://www.tripadvisor.com/Tourism-g44881-Saint_Louis_Missouri-Vacations.html,"https://en.wikipedia.org/wiki/St._Louis,_Missouri"
86,https://www.tripadvisor.com/Tourism-g44535-Kansas_City_Missouri-Vacations.html,"https://en.wikipedia.org/wiki/Kansas_City,_Missouri"
87,https://www.tripadvisor.com/Tourism-g34141-Clearwater_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Clearwater_Beach,_Florida"
88,https://www.tripadvisor.com/Tourism-g53449-Pittsburgh_Pennsylvania-Vacations.html,https://en.wikipedia.org/wiki/Pittsburgh
89,https://www.tripadvisor.com/Tourism-g34618-Sarasota_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Sarasota,_Florida"
90,https://www.tripadvisor.com/Tourism-g39604-Louisville_Kentucky-Vacations.html,"https://en.wikipedia.org/wiki/Louisville,_Kentucky"
91,https://www.tripadvisor.com/Tourism-g34172-Daytona_Beach_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Daytona_Beach,_Florida"
92,https://www.tripadvisor.com/Tourism-g60950-Tucson_Arizona-Vacations.html,"https://en.wikipedia.org/wiki/Tucson,_Arizona"
93,https://www.tripadvisor.com/Tourism-g34296-Hollywood_Broward_County_Florida-Vacations.html,"https://en.wikipedia.org/wiki/Hollywood,_Los_Angeles"
94,https://www.tripadvisor.com/Tourism-g60742-Asheville_North_Carolina-Vacations.html,"https://en.wikipedia.org/wiki/Asheville,_North_Carolina"
95,https://www.tripadvisor.com/Tourism-g34599-St_Augustine_Florida-Vacations.html,"https://en.wikipedia.org/wiki/St._Augustine,_Florida"
96,https://www.tripadvisor.com/Tourism-g55197-Memphis_Tennessee-Vacations.html,"https://en.wikipedia.org/wiki/Memphis,_Tennessee"
97,https://www.tripadvisor.com/Tourism-g31352-Sedona_Arizona-Vacations.html,"https://en.wikipedia.org/wiki/Sedona,_Arizona"
98,https://www.tripadvisor.com/Tourism-g42881-Bloomington_Minnesota-Vacations.html,"https://en.wikipedia.org/wiki/Bloomington,_Minnesota"
99,https://www.tripadvisor.com/Tourism-g60922-Salt_Lake_City_Utah-Vacations.html,"https://en.wikipedia.org/wiki/Salt_Lake_City,_Utah"
100,https://www.tripadvisor.com/Tourism-g45992-Reno_Nevada-Vacations.html,"https://en.wikipedia.org/wiki/Reno,_Nevada"
101,https://www.tripadvisor.com/Tourism-g33952-Uncasville_Mystic_Country_Connecticut-Vacations.html,"https://en.wikipedia.org/wiki/Uncasville,_Connecticut"
102,https://www.tripadvisor.com/Tourism-g55857-Fort_Worth_Texas-Vacations.html,"https://en.wikipedia.org/wiki/Fort_Worth,_Texas"
103,https://www.tripadvisor.com/Tourism-g51560-Oklahoma_City_Oklahoma-Vacations.html,"https://en.wikipedia.org/wiki/Oklahoma_City,_Oklahoma"
104,https://www.tripadvisor.com/Tourism-g41298-Ocean_City_Maryland-Vacations.html,"https://en.wikipedia.org/wiki/Ocean_City,_Maryland"
105,https://www.tripadvisor.com/Tourism-g55879-Galveston_Galveston_Island_Texas-Vacations.html,"https://en.wikipedia.org/wiki/Galveston,_Texas"
106,https://www.tripadvisor.com/Tourism-g60634-Lahaina_Maui_Hawaii-Vacations.html,"https://en.wikipedia.org/wiki/Lahaina,_Hawaii"
107,https://www.tripadvisor.com/Tourism-g60811-Baltimore_Maryland-Vacations.html,"https://en.wikipedia.org/wiki/Baltimore,_Maryland"
108,https://www.tripadvisor.com/Tourism-g43323-Minneapolis_Minnesota-Vacations.html,"https://en.wikipedia.org/wiki/Minneapolis,_Minnesota"
109,https://www.tripadvisor.com/Tourism-g49463-Raleigh_North_Carolina-Vacations.html,"https://en.wikipedia.org/wiki/Raleigh,_North_Carolina"
110,https://www.tripadvisor.com/Tourism-g42139-Detroit_Michigan-Vacations.html,"https://en.wikipedia.org/wiki/Detroit,_Michigan"
111,https://www.tripadvisor.com/Tourism-g60933-Albuquerque_New_Mexico-Vacations.html,"https://en.wikipedia.org/wiki/Albuquerque,_New_Mexico"
112,https://www.tripadvisor.com/Tourism-g30242-Arlington_Virginia-Vacations.html,"https://en.wikipedia.org/wiki/Arlington_County,_Virginia"
113,https://www.tripadvisor.com/Tourism-g34731-West_Palm_Beach_Florida-Vacations.html,"https://en.wikipedia.org/wiki/West_Palm_Beach,_Florida"
114,https://www.tripadvisor.com/Tourism-g60654-Kapolei_Oahu_Hawaii-Vacations.html,"https://en.wikipedia.org/wiki/Kapolei,_Hawaii"
115,https://www.tripadvisor.com/Tourism-g150807-Cancun_Yucatan_Peninsula-Vacations.html,https://en.wikipedia.org/wiki/Cancún
116,https://www.tripadvisor.com/Tourism-g659488-Riviera_Maya_Yucatan_Peninsula-Vacations.html,https://en.wikipedia.org/wiki/Riviera_Maya
117,https://www.tripadvisor.com/Tourism-g150793-Puerto_Vallarta-Vacations.html,https://en.wikipedia.org/wiki/Puerto_Vallarta
118,https://www.tripadvisor.com/Tourism-g152515-Cabo_San_Lucas_Los_Cabos_Baja_California-Vacations.html,https://en.wikipedia.org/wiki/Cabo_San_Lucas
119,https://www.tripadvisor.com/Tourism-g150812-Playa_del_Carmen_Yucatan_Peninsula-Vacations.html,https://en.wikipedia.org/wiki/Playa_del_Carmen
120,https://www.tripadvisor.com/Tourism-g150810-Isla_Mujeres_Yucatan_Peninsula-Vacations.html,https://en.wikipedia.org/wiki/Isla_Mujeres
121,https://www.tripadvisor.com/Tourism-g150813-Tulum_Yucatan_Peninsula-Vacations.html,https://en.wikipedia.org/wiki/Tulum
122,https://www.tripadvisor.com/Tourism-g240327-Puerto_Morelos_Yucatan_Peninsula-Vacations.html,https://en.wikipedia.org/wiki/Puerto_Morelos
123,https://www.tripadvisor.com/Tourism-g150773-Los_Cabos_Baja_California-Vacations.html,https://en.wikipedia.org/wiki/Los_Cabos
124,https://www.tripadvisor.com/Tourism-g309235-Province_of_Guanacaste-Vacations.html,https://en.wikipedia.org/wiki/Guanacaste_Province
125,https://www.tripadvisor.com/Tourism-g155019-Toronto_Ontario-Vacations.html,https://en.wikipedia.org/wiki/Toronto
126,https://www.tripadvisor.com/Tourism-g154998-Niagara_Falls_Ontario-Vacations.html,https://en.wikipedia.org/wiki/Niagara_Falls
127,https://www.tripadvisor.com/Tourism-g155032-Montreal_Quebec-Vacations.html,https://en.wikipedia.org/wiki/Montreal
128,https://www.tripadvisor.com/Tourism-g154943-Vancouver_British_Columbia-Vacations.html,https://en.wikipedia.org/wiki/Vancouver
129,https://www.tripadvisor.com/Tourism-g155033-Quebec_City_Quebec-Vacations.html,https://en.wikipedia.org/wiki/Quebec_City
130,https://www.tripadvisor.com/Tourism-g154913-Calgary_Alberta-Vacations.html,https://en.wikipedia.org/wiki/Calgary
131,https://www.tripadvisor.com/Tourism-g154914-Edmonton_Alberta-Vacations.html,https://en.wikipedia.org/wiki/Edmonton
132,https://www.tripadvisor.com/Tourism-g154996-Mississauga_Ontario-Vacations.html,https://en.wikipedia.org/wiki/Mississauga
133,https://www.tripadvisor.com/Tourism-g155004-Ottawa_Ontario-Vacations.html,https://en.wikipedia.org/wiki/Ottawa
134,https://www.tripadvisor.com/Tourism-g154954-Winnipeg_Manitoba-Vacations.html,https://en.wikipedia.org/wiki/Winnipeg
135,https://www.tripadvisor.com/Tourism-g1722390-Cape_Town_Western_Cape-Vacations.html,https://en.wikipedia.org/wiki/Cape_Town
136,https://www.tripadvisor.com/Tourism-g294207-Nairobi-Vacations.html,https://en.wikipedia.org/wiki/Nairobi
137,https://www.tripadvisor.com/Tourism-g312578-Johannesburg_Greater_Johannesburg_Gauteng-Vacations.html,https://en.wikipedia.org/wiki/Johannesburg
138,https://www.tripadvisor.com/Tourism-g304026-Lagos_Lagos_State-Vacations.html,https://en.wikipedia.org/wiki/Lagos
139,https://www.tripadvisor.com/Tourism-g312595-Durban_KwaZulu_Natal-Vacations.html,https://en.wikipedia.org/wiki/Durban
140,https://www.tripadvisor.com/Tourism-g312583-Pretoria_Gauteng-Vacations.html,https://en.wikipedia.org/wiki/Pretoria
141,https://www.tripadvisor.com/Tourism-g293797-Accra_Greater_Accra-Vacations.html,https://en.wikipedia.org/wiki/Accra
142,https://www.tripadvisor.com/Tourism-g294210-Mombasa_Coast_Province-Vacations.html,https://en.wikipedia.org/wiki/Mombasa
143,https://www.tripadvisor.com/Tourism-g293791-Addis_Ababa-Vacations.html,https://en.wikipedia.org/wiki/Addis_Ababa
144,https://www.tripadvisor.com/Tourism-g293821-Windhoek_Khomas_Region-Vacations.html,https://en.wikipedia.org/wiki/Windhoek
145,https://www.tripadvisor.com/Tourism-g255060-Sydney_New_South_Wales-Vacations.html,https://en.wikipedia.org/wiki/Sydney
146,https://www.tripadvisor.com/Tourism-g255100-Melbourne_Victoria-Vacations.html,https://en.wikipedia.org/wiki/Melbourne
147,https://www.tripadvisor.com/Tourism-g1811027-Auckland_North_Island-Vacations.html,https://en.wikipedia.org/wiki/Auckland
148,https://www.tripadvisor.com/Tourism-g255068-Brisbane_Brisbane_Region_Queensland-Vacations.html,https://en.wikipedia.org/wiki/Brisbane
149,https://www.tripadvisor.com/Tourism-g255103-Perth_Greater_Perth_Western_Australia-Vacations.html,https://en.wikipedia.org/wiki/Perth
150,https://www.tripadvisor.com/Tourism-g255337-Gold_Coast_Queensland-Vacations.html,https://en.wikipedia.org/wiki/Gold_Coast_(Australia)
151,https://www.tripadvisor.com/Tourism-g255118-Christchurch_Canterbury_Region_South_Island-Vacations.html,https://en.wikipedia.org/wiki/Christchurch
152,https://www.tripadvisor.com/Tourism-g255122-Queenstown_Otago_Region_South_Island-Vacations.html,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand"
153,https://www.tripadvisor.com/Tourism-g255115-Wellington_Greater_Wellington_North_Island-Vacations.html,"https://en.wikipedia.org/wiki/Wellington,_New_Zealand"
154,https://www.tripadvisor.com/Tourism-g255072-Surfers_Paradise_Gold_Coast_Queensland-Vacations.html,"https://en.wikipedia.org/wiki/Surfers_Paradise,_Queensland"
155,https://www.tripadvisor.com/Tourism-g186338-London_England-Vacations.html,https://en.wikipedia.org/wiki/London
156,https://www.tripadvisor.com/Tourism-g186605-Dublin_County_Dublin-Vacations.html,https://en.wikipedia.org/wiki/Dublin
157,https://www.tripadvisor.com/Tourism-g186525-Edinburgh_Scotland-Vacations.html,https://en.wikipedia.org/wiki/Edinburgh
158,https://www.tripadvisor.com/Tourism-g186534-Glasgow_Scotland-Vacations.html,https://en.wikipedia.org/wiki/Glasgow
159,https://www.tripadvisor.com/Tourism-g186337-Liverpool_Merseyside_England-Vacations.html,https://en.wikipedia.org/wiki/Liverpool
160,https://www.tripadvisor.com/Tourism-g187069-Manchester_Greater_Manchester_England-Vacations.html,https://en.wikipedia.org/wiki/Manchester
161,https://www.tripadvisor.com/Tourism-g186402-Birmingham_West_Midlands_England-Vacations.html,"https://en.wikipedia.org/wiki/Birmingham,_West_Midlands"
162,https://www.tripadvisor.com/Tourism-g186332-Blackpool_Lancashire_England-Vacations.html,https://en.wikipedia.org/wiki/Blackpool
163,https://www.tripadvisor.com/Tourism-g186346-York_North_Yorkshire_England-Vacations.html,"https://en.wikipedia.org/wiki/York,_England"
164,https://www.tripadvisor.com/Tourism-g186239-Newquay_Cornwall_England-Vacations.html,https://en.wikipedia.org/wiki/Newquay
165,https://www.tripadvisor.com/Tourism-g304551-New_Delhi_National_Capital_Territory_of_Delhi-Vacations.html,https://en.wikipedia.org/wiki/New_Delhi
166,https://www.tripadvisor.com/Tourism-g297628-Bengaluru_Bangalore_District_Karnataka-Vacations.html,https://en.wikipedia.org/wiki/Bangalore
167,https://www.tripadvisor.com/Tourism-g304554-Mumbai_Maharashtra-Vacations.html,https://en.wikipedia.org/wiki/Mumbai
168,https://www.tripadvisor.com/Tourism-g304556-Chennai_Madras_Chennai_District_Tamil_Nadu-Vacations.html,https://en.wikipedia.org/wiki/Chennai
169,https://www.tripadvisor.com/Tourism-g297586-Hyderabad_Hyderabad_District_Telangana-Vacations.html,"https://en.wikipedia.org/wiki/Hyderabad,_India"
170,https://www.tripadvisor.com/Tourism-g304555-Jaipur_Jaipur_District_Rajasthan-Vacations.html,https://en.wikipedia.org/wiki/Jaipur
171,https://www.tripadvisor.com/Tourism-g293890-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region-Vacations.html,https://en.wikipedia.org/wiki/Kathmandu
172,https://www.tripadvisor.com/Tourism-g304558-Kolkata_Calcutta_Kolkata_District_West_Bengal-Vacations.html,https://en.wikipedia.org/wiki/Kolkata
173,https://www.tripadvisor.com/Tourism-g297685-Varanasi_Varanasi_District_Uttar_Pradesh-Vacations.html,https://en.wikipedia.org/wiki/Varanasi
174,https://www.tripadvisor.com/Tourism-g297654-Pune_Pune_District_Maharashtra-Vacations.html,https://en.wikipedia.org/wiki/Pune
175,https://www.tripadvisor.com/Tourism-g294197-Seoul-Vacations.html,https://en.wikipedia.org/wiki/Seoul
176,https://www.tripadvisor.com/Tourism-g297884-Busan-Vacations.html,https://en.wikipedia.org/wiki/Busan
177,https://www.tripadvisor.com/Tourism-g298184-Tokyo_Tokyo_Prefecture_Kanto-Vacations.html,https://en.wikipedia.org/wiki/Tokyo
178,https://www.tripadvisor.com/Tourism-g298564-Kyoto_Kyoto_Prefecture_Kinki-Vacations.html,https://en.wikipedia.org/wiki/Kyoto
179,https://www.tripadvisor.com/Tourism-g298566-Osaka_Osaka_Prefecture_Kinki-Vacations.html,https://en.wikipedia.org/wiki/Osaka
